Date,Product,Category,Country,Revenue,Quantity,Cost,Customer_Segment
2023-12-27,Omeprazole 20mg (28ct),Gastro,Brazil,327.06,28,130.91,Retail Pharmacy
2023-12-28,Atorvastatin 20mg (30ct),Cardiovascular,Germany,597.67,37,272.71,Hospital
2023-12-28,Multivitamin Complex,Supplements,Germany,302.38,19,100.78,Hospital
2023-12-28,Multivitamin Complex,Supplements,Germany,241.35,17,91.69,Hospital
2023-12-28,Multivitamin Complex,Supplements,UK,199.18,15,79.38,Retail Pharmacy
2023-12-28,Salbutamol Inhaler,Respiratory,Japan,306.16,13,122.55,Government Tender
2023-12-28,Loratadine 10mg (14ct),Allergy,Brazil,92.69,11,37.09,Retail Pharmacy
2023-12-28,Insulin Glargine Pen,Diabetes Care,UK,1086.97,18,564.11,Hospital
2023-12-28,Multivitamin Complex,Supplements,UK,703.17,53,285.42,Hospital
2023-12-28,Atorvastatin 20mg (30ct),Cardiovascular,UK,468.33,28,193.89,Hospital
2023-12-28,Omeprazole 20mg (28ct),Gastro,Germany,275.35,22,111.47,Retail Pharmacy
2023-12-28,Insulin Glargine Pen,Diabetes Care,UK,3086.86,42,1335.18,Hospital
2023-12-28,Ibuprofen 400mg (30ct),Pain Relief,Germany,128.21,18,36.49,Government Tender
2023-12-28,Loratadine 10mg (14ct),Allergy,UK,149.63,16,55.51,Hospital
2023-12-28,Insulin Glargine Pen,Diabetes Care,UK,1430.74,22,695.93,Government Tender
2023-12-29,Omeprazole 20mg (28ct),Gastro,UK,378.32,28,136.13,Hospital
2023-12-29,Atorvastatin 20mg (30ct),Cardiovascular,UK,293.96,15,109.24,Retail Pharmacy
2023-12-29,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,56.53,3,22.28,Government Tender
2023-12-29,Salbutamol Inhaler,Respiratory,Germany,334.45,17,157.92,Retail Pharmacy
2023-12-29,Omeprazole 20mg (28ct),Gastro,Brazil,571.53,44,219.06,Government Tender
2023-12-29,Atorvastatin 20mg (30ct),Cardiovascular,USA,535.76,26,181.69,Retail Pharmacy
2023-12-30,Omeprazole 20mg (28ct),Gastro,UK,146.06,12,58.69,Retail Pharmacy
2023-12-30,Omeprazole 20mg (28ct),Gastro,UK,107.05,8,40.48,Retail Pharmacy
2023-12-30,Amoxicillin 500mg (20ct),Antibiotics,Germany,344.29,23,132.44,Hospital
2023-12-30,Omeprazole 20mg (28ct),Gastro,UK,142.92,13,64.71,Hospital
2023-12-30,Salbutamol Inhaler,Respiratory,USA,567.34,29,250.86,Hospital
2023-12-30,Multivitamin Complex,Supplements,Brazil,615.39,39,219.94,Retail Pharmacy
2023-12-30,Omeprazole 20mg (28ct),Gastro,Japan,444.34,37,176.27,Hospital
2023-12-30,Amoxicillin 500mg (20ct),Antibiotics,UK,401.32,27,163.98,Hospital
2023-12-30,Multivitamin Complex,Supplements,India,272.86,17,92.82,Retail Pharmacy
2023-12-30,Salbutamol Inhaler,Respiratory,Germany,783.17,33,312.47,Retail Pharmacy
2023-12-30,Multivitamin Complex,Supplements,UK,336.73,21,117.14,Government Tender
2023-12-31,Ibuprofen 400mg (30ct),Pain Relief,UK,38.99,6,12.37,Retail Pharmacy
2023-12-31,Amoxicillin 500mg (20ct),Antibiotics,UK,331.46,26,150.84,Government Tender
2023-12-31,Insulin Glargine Pen,Diabetes Care,Brazil,1214.58,20,646.81,Retail Pharmacy
2023-12-31,Loratadine 10mg (14ct),Allergy,Germany,147.89,14,45.88,Government Tender
2023-12-31,Multivitamin Complex,Supplements,USA,433.83,30,165.17,Hospital
2023-12-31,Ibuprofen 400mg (30ct),Pain Relief,India,182.75,30,64.62,Retail Pharmacy
2023-12-31,Omeprazole 20mg (28ct),Gastro,Brazil,534.51,40,191.8,Hospital
2023-12-31,Atorvastatin 20mg (30ct),Cardiovascular,USA,298.77,18,127.7,Hospital
2024-01-01,Ibuprofen 400mg (30ct),Pain Relief,Germany,118.43,17,34.36,Government Tender
2024-01-01,Loratadine 10mg (14ct),Allergy,Brazil,208.37,24,82.95,Hospital
2024-01-01,Multivitamin Complex,Supplements,India,201.17,13,74.13,Hospital
2024-01-01,Amoxicillin 500mg (20ct),Antibiotics,USA,417.53,28,167.99,Retail Pharmacy
2024-01-01,Insulin Glargine Pen,Diabetes Care,Germany,1245.84,21,679.13,Retail Pharmacy
2024-01-01,Atorvastatin 20mg (30ct),Cardiovascular,USA,607.88,35,250.49,Government Tender
2024-01-01,Loratadine 10mg (14ct),Allergy,Germany,142.3,17,55.56,Hospital
2024-01-01,Salbutamol Inhaler,Respiratory,USA,254.98,13,118.42,Retail Pharmacy
2024-01-01,Omeprazole 20mg (28ct),Gastro,Germany,116.86,10,47.88,Hospital
2024-01-01,Atorvastatin 20mg (30ct),Cardiovascular,Japan,119.22,7,52.36,Hospital
2024-01-02,Loratadine 10mg (14ct),Allergy,Germany,273.16,29,101.75,Hospital
2024-01-02,Amoxicillin 500mg (20ct),Antibiotics,USA,185.75,14,82.38,Government Tender
2024-01-02,Amoxicillin 500mg (20ct),Antibiotics,India,375.31,25,139.77,Hospital
2024-01-02,Amoxicillin 500mg (20ct),Antibiotics,USA,251.89,20,110.33,Hospital
2024-01-02,Salbutamol Inhaler,Respiratory,Brazil,596.5,29,259.28,Government Tender
2024-01-03,Omeprazole 20mg (28ct),Gastro,Japan,689.34,51,249.31,Retail Pharmacy
2024-01-03,Omeprazole 20mg (28ct),Gastro,India,372.1,30,142.77,Hospital
2024-01-03,Salbutamol Inhaler,Respiratory,Brazil,562.74,27,245.79,Government Tender
2024-01-03,Multivitamin Complex,Supplements,Japan,197.78,14,80.26,Retail Pharmacy
2024-01-03,Omeprazole 20mg (28ct),Gastro,Germany,401.31,35,165.58,Government Tender
2024-01-03,Loratadine 10mg (14ct),Allergy,Japan,215.05,21,68.78,Hospital
2024-01-03,Omeprazole 20mg (28ct),Gastro,USA,129.22,12,57.04,Hospital
2024-01-03,Atorvastatin 20mg (30ct),Cardiovascular,Germany,606.74,35,256.71,Retail Pharmacy
2024-01-03,Loratadine 10mg (14ct),Allergy,Germany,358.14,39,127.57,Government Tender
2024-01-03,Insulin Glargine Pen,Diabetes Care,India,1821.15,27,806.48,Government Tender
2024-01-03,Insulin Glargine Pen,Diabetes Care,Japan,724.97,11,324.69,Government Tender
2024-01-03,Amoxicillin 500mg (20ct),Antibiotics,USA,470.5,31,172.62,Government Tender
2024-01-03,Amoxicillin 500mg (20ct),Antibiotics,Germany,283.71,20,110.23,Government Tender
2024-01-03,Insulin Glargine Pen,Diabetes Care,Brazil,1185.51,18,579.01,Hospital
2024-01-03,Amoxicillin 500mg (20ct),Antibiotics,Germany,153.19,12,69.57,Hospital
2024-01-04,Loratadine 10mg (14ct),Allergy,UK,69.81,7,24.53,Hospital
2024-01-04,Atorvastatin 20mg (30ct),Cardiovascular,UK,933.13,45,332.88,Hospital
2024-01-04,Omeprazole 20mg (28ct),Gastro,India,143.44,11,55.16,Hospital
2024-01-04,Omeprazole 20mg (28ct),Gastro,Japan,148.1,12,60.11,Hospital
2024-01-04,Atorvastatin 20mg (30ct),Cardiovascular,UK,363.64,19,130.52,Retail Pharmacy
2024-01-04,Atorvastatin 20mg (30ct),Cardiovascular,Germany,601.81,37,264.27,Government Tender
2024-01-04,Loratadine 10mg (14ct),Allergy,India,119.7,14,49.9,Hospital
2024-01-04,Atorvastatin 20mg (30ct),Cardiovascular,UK,393.87,21,153.16,Retail Pharmacy
2024-01-04,Omeprazole 20mg (28ct),Gastro,India,129.0,11,54.29,Government Tender
2024-01-04,Omeprazole 20mg (28ct),Gastro,India,124.5,11,52.88,Government Tender
2024-01-05,Loratadine 10mg (14ct),Allergy,Germany,51.42,5,16.82,Retail Pharmacy
2024-01-05,Omeprazole 20mg (28ct),Gastro,Japan,452.24,40,187.57,Retail Pharmacy
2024-01-05,Multivitamin Complex,Supplements,USA,507.6,37,202.57,Retail Pharmacy
2024-01-05,Loratadine 10mg (14ct),Allergy,UK,135.8,14,45.95,Hospital
2024-01-05,Insulin Glargine Pen,Diabetes Care,Japan,735.78,12,389.44,Retail Pharmacy
2024-01-05,Insulin Glargine Pen,Diabetes Care,Brazil,1650.97,23,719.34,Retail Pharmacy
2024-01-05,Salbutamol Inhaler,Respiratory,UK,628.71,28,264.12,Government Tender
2024-01-06,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,232.18,13,91.55,Government Tender
2024-01-06,Salbutamol Inhaler,Respiratory,Germany,521.45,26,225.34,Government Tender
2024-01-06,Atorvastatin 20mg (30ct),Cardiovascular,Germany,547.41,33,241.98,Retail Pharmacy
2024-01-06,Omeprazole 20mg (28ct),Gastro,UK,340.88,26,122.99,Retail Pharmacy
2024-01-07,Insulin Glargine Pen,Diabetes Care,Brazil,2414.28,39,1268.67,Hospital
2024-01-07,Atorvastatin 20mg (30ct),Cardiovascular,India,1091.63,56,418.86,Government Tender
2024-01-07,Ibuprofen 400mg (30ct),Pain Relief,Brazil,511.82,80,159.9,Government Tender
2024-01-07,Insulin Glargine Pen,Diabetes Care,Brazil,975.91,15,484.2,Hospital
2024-01-07,Ibuprofen 400mg (30ct),Pain Relief,USA,230.98,36,74.94,Government Tender
2024-01-07,Ibuprofen 400mg (30ct),Pain Relief,Germany,48.67,7,14.11,Retail Pharmacy
2024-01-07,Salbutamol Inhaler,Respiratory,USA,667.65,28,256.11,Government Tender
2024-01-07,Amoxicillin 500mg (20ct),Antibiotics,Brazil,593.44,39,224.91,Retail Pharmacy
2024-01-07,Multivitamin Complex,Supplements,India,171.33,13,71.56,Retail Pharmacy
2024-01-07,Amoxicillin 500mg (20ct),Antibiotics,USA,215.6,17,102.8,Government Tender
2024-01-07,Ibuprofen 400mg (30ct),Pain Relief,USA,44.86,7,15.33,Retail Pharmacy
2024-01-07,Omeprazole 20mg (28ct),Gastro,USA,566.59,43,217.96,Hospital
2024-01-07,Amoxicillin 500mg (20ct),Antibiotics,USA,780.39,61,366.63,Hospital
2024-01-07,Loratadine 10mg (14ct),Allergy,UK,243.0,27,92.78,Hospital
2024-01-07,Insulin Glargine Pen,Diabetes Care,Japan,2852.67,41,1245.32,Government Tender
2024-01-07,Salbutamol Inhaler,Respiratory,Germany,829.5,36,339.05,Retail Pharmacy
2024-01-07,Loratadine 10mg (14ct),Allergy,USA,214.6,20,66.85,Retail Pharmacy
2024-01-07,Loratadine 10mg (14ct),Allergy,Brazil,212.93,22,73.45,Retail Pharmacy
2024-01-08,Ibuprofen 400mg (30ct),Pain Relief,Brazil,291.54,42,88.97,Hospital
2024-01-08,Salbutamol Inhaler,Respiratory,Japan,189.35,8,74.37,Retail Pharmacy
2024-01-08,Salbutamol Inhaler,Respiratory,Japan,363.1,16,139.77,Retail Pharmacy
2024-01-08,Multivitamin Complex,Supplements,India,79.51,6,32.43,Government Tender
2024-01-08,Ibuprofen 400mg (30ct),Pain Relief,UK,56.56,9,19.16,Retail Pharmacy
2024-01-08,Salbutamol Inhaler,Respiratory,UK,309.83,16,145.22,Hospital
2024-01-08,Ibuprofen 400mg (30ct),Pain Relief,UK,309.85,48,95.86,Retail Pharmacy
2024-01-08,Loratadine 10mg (14ct),Allergy,USA,131.32,14,46.17,Government Tender
2024-01-08,Omeprazole 20mg (28ct),Gastro,Japan,118.14,9,45.82,Retail Pharmacy
2024-01-09,Atorvastatin 20mg (30ct),Cardiovascular,USA,602.42,30,217.81,Retail Pharmacy
2024-01-09,Insulin Glargine Pen,Diabetes Care,USA,369.0,6,186.02,Hospital
2024-01-09,Atorvastatin 20mg (30ct),Cardiovascular,Germany,413.24,20,146.53,Retail Pharmacy
2024-01-09,Amoxicillin 500mg (20ct),Antibiotics,USA,273.53,18,109.39,Retail Pharmacy
2024-01-09,Insulin Glargine Pen,Diabetes Care,UK,2492.02,40,1253.59,Government Tender
2024-01-09,Amoxicillin 500mg (20ct),Antibiotics,Brazil,201.48,16,93.95,Hospital
2024-01-09,Ibuprofen 400mg (30ct),Pain Relief,Germany,204.89,30,60.57,Hospital
2024-01-09,Insulin Glargine Pen,Diabetes Care,Japan,4711.09,63,1912.54,Hospital
2024-01-09,Amoxicillin 500mg (20ct),Antibiotics,UK,596.27,43,256.29,Retail Pharmacy
2024-01-09,Insulin Glargine Pen,Diabetes Care,Brazil,474.11,8,240.31,Government Tender
2024-01-09,Salbutamol Inhaler,Respiratory,Japan,360.54,15,133.39,Hospital
2024-01-09,Salbutamol Inhaler,Respiratory,Germany,464.03,21,186.9,Retail Pharmacy
2024-01-09,Salbutamol Inhaler,Respiratory,USA,405.55,21,188.58,Retail Pharmacy
2024-01-10,Atorvastatin 20mg (30ct),Cardiovascular,Germany,35.49,2,14.63,Government Tender
2024-01-10,Atorvastatin 20mg (30ct),Cardiovascular,UK,772.87,43,318.82,Government Tender
2024-01-10,Multivitamin Complex,Supplements,UK,350.94,22,120.61,Government Tender
2024-01-10,Multivitamin Complex,Supplements,India,206.06,15,80.53,Retail Pharmacy
2024-01-10,Salbutamol Inhaler,Respiratory,Brazil,247.15,12,107.99,Retail Pharmacy
2024-01-11,Loratadine 10mg (14ct),Allergy,India,199.15,19,63.84,Retail Pharmacy
2024-01-11,Salbutamol Inhaler,Respiratory,UK,331.81,16,142.58,Hospital
2024-01-11,Ibuprofen 400mg (30ct),Pain Relief,USA,151.15,24,50.03,Retail Pharmacy
2024-01-11,Atorvastatin 20mg (30ct),Cardiovascular,Germany,296.21,16,115.75,Government Tender
2024-01-11,Insulin Glargine Pen,Diabetes Care,Brazil,2292.86,39,1266.99,Hospital
2024-01-11,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,407.32,22,154.7,Government Tender
2024-01-11,Insulin Glargine Pen,Diabetes Care,Brazil,1457.2,21,622.15,Hospital
2024-01-11,Loratadine 10mg (14ct),Allergy,UK,143.36,14,47.21,Government Tender
2024-01-11,Insulin Glargine Pen,Diabetes Care,Germany,362.3,6,182.43,Retail Pharmacy
2024-01-11,Omeprazole 20mg (28ct),Gastro,India,477.98,44,222.61,Government Tender
2024-01-11,Omeprazole 20mg (28ct),Gastro,USA,622.98,50,238.29,Retail Pharmacy
2024-01-12,Multivitamin Complex,Supplements,Japan,230.22,18,103.68,Hospital
2024-01-12,Salbutamol Inhaler,Respiratory,UK,331.34,14,122.02,Hospital
2024-01-12,Amoxicillin 500mg (20ct),Antibiotics,India,242.65,19,113.84,Hospital
2024-01-12,Omeprazole 20mg (28ct),Gastro,Brazil,421.84,31,151.67,Government Tender
2024-01-12,Loratadine 10mg (14ct),Allergy,USA,412.79,40,129.97,Hospital
2024-01-12,Ibuprofen 400mg (30ct),Pain Relief,UK,97.92,14,30.55,Hospital
2024-01-12,Salbutamol Inhaler,Respiratory,Germany,407.33,20,185.98,Government Tender
2024-01-12,Omeprazole 20mg (28ct),Gastro,Brazil,178.35,14,66.67,Retail Pharmacy
2024-01-12,Amoxicillin 500mg (20ct),Antibiotics,India,641.56,51,295.94,Retail Pharmacy
2024-01-13,Insulin Glargine Pen,Diabetes Care,India,1401.71,22,659.92,Hospital
2024-01-13,Multivitamin Complex,Supplements,UK,702.69,43,247.36,Retail Pharmacy
2024-01-13,Insulin Glargine Pen,Diabetes Care,India,1446.03,24,732.69,Retail Pharmacy
2024-01-13,Ibuprofen 400mg (30ct),Pain Relief,Germany,284.08,44,92.88,Hospital
2024-01-13,Insulin Glargine Pen,Diabetes Care,Brazil,2303.11,36,1161.36,Retail Pharmacy
2024-01-13,Multivitamin Complex,Supplements,Japan,157.21,10,55.25,Retail Pharmacy
2024-01-13,Multivitamin Complex,Supplements,USA,601.58,42,239.49,Government Tender
2024-01-13,Omeprazole 20mg (28ct),Gastro,UK,282.02,21,101.71,Government Tender
2024-01-13,Insulin Glargine Pen,Diabetes Care,India,1975.16,31,941.01,Government Tender
2024-01-14,Multivitamin Complex,Supplements,India,138.71,9,47.1,Government Tender
2024-01-14,Insulin Glargine Pen,Diabetes Care,USA,550.45,8,249.34,Hospital
2024-01-14,Omeprazole 20mg (28ct),Gastro,Germany,33.07,3,14.22,Retail Pharmacy
2024-01-14,Omeprazole 20mg (28ct),Gastro,Brazil,439.66,33,167.9,Hospital
2024-01-14,Salbutamol Inhaler,Respiratory,Brazil,631.31,33,314.36,Hospital
2024-01-14,Omeprazole 20mg (28ct),Gastro,India,173.36,14,69.83,Retail Pharmacy
2024-01-14,Loratadine 10mg (14ct),Allergy,USA,73.57,8,27.23,Government Tender
2024-01-14,Insulin Glargine Pen,Diabetes Care,Japan,814.06,11,346.66,Retail Pharmacy
2024-01-14,Insulin Glargine Pen,Diabetes Care,Germany,1204.84,19,586.31,Retail Pharmacy
2024-01-15,Multivitamin Complex,Supplements,Brazil,229.39,16,87.21,Hospital
2024-01-15,Salbutamol Inhaler,Respiratory,India,674.34,34,312.34,Hospital
2024-01-15,Ibuprofen 400mg (30ct),Pain Relief,India,163.8,23,48.93,Hospital
2024-01-15,Salbutamol Inhaler,Respiratory,Brazil,386.59,19,175.34,Government Tender
2024-01-15,Omeprazole 20mg (28ct),Gastro,UK,107.24,8,38.3,Government Tender
2024-01-15,Omeprazole 20mg (28ct),Gastro,Germany,72.59,6,30.54,Government Tender
2024-01-15,Multivitamin Complex,Supplements,UK,228.95,15,79.88,Hospital
2024-01-15,Loratadine 10mg (14ct),Allergy,India,194.61,19,66.72,Government Tender
2024-01-15,Loratadine 10mg (14ct),Allergy,India,207.01,24,84.26,Retail Pharmacy
2024-01-15,Loratadine 10mg (14ct),Allergy,India,216.03,24,79.05,Government Tender
2024-01-15,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,158.88,9,63.06,Hospital
2024-01-15,Loratadine 10mg (14ct),Allergy,USA,183.29,20,70.1,Retail Pharmacy
2024-01-15,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,464.24,25,176.98,Retail Pharmacy
2024-01-16,Loratadine 10mg (14ct),Allergy,Japan,120.67,12,39.77,Retail Pharmacy
2024-01-16,Amoxicillin 500mg (20ct),Antibiotics,Japan,222.54,18,101.23,Hospital
2024-01-16,Amoxicillin 500mg (20ct),Antibiotics,Japan,480.97,39,222.79,Retail Pharmacy
2024-01-16,Salbutamol Inhaler,Respiratory,India,649.8,27,243.79,Retail Pharmacy
2024-01-16,Amoxicillin 500mg (20ct),Antibiotics,Brazil,461.12,32,186.81,Retail Pharmacy
2024-01-16,Loratadine 10mg (14ct),Allergy,India,287.74,32,113.16,Retail Pharmacy
2024-01-16,Ibuprofen 400mg (30ct),Pain Relief,India,28.69,5,10.21,Hospital
2024-01-16,Insulin Glargine Pen,Diabetes Care,USA,582.68,10,313.55,Government Tender
2024-01-16,Atorvastatin 20mg (30ct),Cardiovascular,Germany,169.08,10,75.57,Hospital
2024-01-16,Amoxicillin 500mg (20ct),Antibiotics,Brazil,777.22,53,313.5,Hospital
2024-01-16,Salbutamol Inhaler,Respiratory,Japan,941.68,39,371.35,Government Tender
2024-01-17,Omeprazole 20mg (28ct),Gastro,Brazil,277.23,24,118.92,Retail Pharmacy
2024-01-17,Insulin Glargine Pen,Diabetes Care,USA,1255.27,20,599.11,Government Tender
2024-01-17,Multivitamin Complex,Supplements,India,26.49,2,10.88,Hospital
2024-01-17,Amoxicillin 500mg (20ct),Antibiotics,India,171.62,13,71.7,Retail Pharmacy
2024-01-17,Multivitamin Complex,Supplements,USA,128.61,9,51.69,Retail Pharmacy
2024-01-17,Salbutamol Inhaler,Respiratory,India,588.02,25,219.19,Hospital
2024-01-17,Ibuprofen 400mg (30ct),Pain Relief,Japan,139.35,25,53.01,Government Tender
2024-01-17,Omeprazole 20mg (28ct),Gastro,India,100.32,9,43.34,Retail Pharmacy
2024-01-17,Salbutamol Inhaler,Respiratory,Japan,498.81,22,199.19,Government Tender
2024-01-17,Loratadine 10mg (14ct),Allergy,USA,306.5,33,117.4,Government Tender
2024-01-17,Ibuprofen 400mg (30ct),Pain Relief,Japan,122.48,19,39.76,Government Tender
2024-01-17,Amoxicillin 500mg (20ct),Antibiotics,USA,357.43,27,152.09,Government Tender
2024-01-17,Amoxicillin 500mg (20ct),Antibiotics,Japan,287.85,21,127.64,Hospital
2024-01-17,Ibuprofen 400mg (30ct),Pain Relief,UK,141.82,24,50.53,Hospital
2024-01-18,Multivitamin Complex,Supplements,India,503.07,34,182.75,Hospital
2024-01-18,Insulin Glargine Pen,Diabetes Care,India,774.53,12,390.26,Retail Pharmacy
2024-01-18,Insulin Glargine Pen,Diabetes Care,UK,1743.33,25,756.78,Government Tender
2024-01-18,Insulin Glargine Pen,Diabetes Care,UK,1911.6,29,915.92,Retail Pharmacy
2024-01-18,Salbutamol Inhaler,Respiratory,Japan,103.21,5,43.35,Hospital
2024-01-18,Amoxicillin 500mg (20ct),Antibiotics,Germany,319.99,21,127.2,Hospital
2024-01-18,Omeprazole 20mg (28ct),Gastro,Germany,358.15,28,137.85,Government Tender
2024-01-18,Multivitamin Complex,Supplements,Japan,649.93,40,219.98,Government Tender
2024-01-18,Amoxicillin 500mg (20ct),Antibiotics,UK,189.57,14,78.53,Retail Pharmacy
2024-01-18,Ibuprofen 400mg (30ct),Pain Relief,Germany,210.53,33,68.34,Government Tender
2024-01-18,Omeprazole 20mg (28ct),Gastro,Brazil,412.83,33,169.54,Government Tender
2024-01-19,Insulin Glargine Pen,Diabetes Care,Japan,2814.2,39,1195.65,Retail Pharmacy
2024-01-19,Insulin Glargine Pen,Diabetes Care,India,779.84,12,375.13,Government Tender
2024-01-19,Atorvastatin 20mg (30ct),Cardiovascular,UK,969.31,48,342.18,Hospital
2024-01-19,Amoxicillin 500mg (20ct),Antibiotics,India,466.12,33,197.62,Retail Pharmacy
2024-01-19,Omeprazole 20mg (28ct),Gastro,Japan,384.9,32,155.07,Retail Pharmacy
2024-01-20,Amoxicillin 500mg (20ct),Antibiotics,India,311.07,24,137.46,Retail Pharmacy
2024-01-20,Salbutamol Inhaler,Respiratory,Brazil,573.76,27,243.75,Retail Pharmacy
2024-01-20,Amoxicillin 500mg (20ct),Antibiotics,India,246.75,20,118.88,Government Tender
2024-01-20,Loratadine 10mg (14ct),Allergy,Japan,324.94,32,111.88,Hospital
2024-01-20,Omeprazole 20mg (28ct),Gastro,India,209.79,19,89.11,Government Tender
2024-01-20,Ibuprofen 400mg (30ct),Pain Relief,Brazil,151.25,26,54.65,Hospital
2024-01-20,Salbutamol Inhaler,Respiratory,UK,212.02,9,81.39,Hospital
2024-01-20,Insulin Glargine Pen,Diabetes Care,Japan,776.57,12,379.13,Government Tender
2024-01-20,Insulin Glargine Pen,Diabetes Care,USA,1847.95,29,924.06,Retail Pharmacy
2024-01-20,Insulin Glargine Pen,Diabetes Care,USA,1427.61,20,642.24,Government Tender
2024-01-21,Loratadine 10mg (14ct),Allergy,Brazil,177.68,18,62.06,Government Tender
2024-01-21,Amoxicillin 500mg (20ct),Antibiotics,Japan,310.23,23,137.59,Retail Pharmacy
2024-01-21,Loratadine 10mg (14ct),Allergy,Japan,139.67,15,52.18,Retail Pharmacy
2024-01-21,Loratadine 10mg (14ct),Allergy,India,324.88,34,115.7,Retail Pharmacy
2024-01-21,Multivitamin Complex,Supplements,Germany,613.3,41,224.23,Hospital
2024-01-21,Ibuprofen 400mg (30ct),Pain Relief,Japan,572.09,91,190.16,Government Tender
2024-01-21,Ibuprofen 400mg (30ct),Pain Relief,India,237.81,38,81.98,Retail Pharmacy
2024-01-21,Loratadine 10mg (14ct),Allergy,Germany,303.75,33,115.44,Retail Pharmacy
2024-01-21,Omeprazole 20mg (28ct),Gastro,Germany,275.03,25,120.67,Government Tender
2024-01-21,Amoxicillin 500mg (20ct),Antibiotics,Brazil,75.73,5,27.78,Retail Pharmacy
2024-01-22,Amoxicillin 500mg (20ct),Antibiotics,Brazil,126.8,9,51.39,Hospital
2024-01-22,Amoxicillin 500mg (20ct),Antibiotics,UK,167.94,12,72.13,Retail Pharmacy
2024-01-22,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,765.62,44,322.62,Hospital
2024-01-22,Salbutamol Inhaler,Respiratory,Brazil,485.48,25,231.67,Retail Pharmacy
2024-01-22,Amoxicillin 500mg (20ct),Antibiotics,Germany,241.78,18,103.6,Hospital
2024-01-22,Omeprazole 20mg (28ct),Gastro,USA,313.59,24,121.78,Government Tender
2024-01-22,Salbutamol Inhaler,Respiratory,Germany,507.84,21,199.68,Government Tender
2024-01-22,Amoxicillin 500mg (20ct),Antibiotics,Brazil,297.53,22,124.29,Government Tender
2024-01-22,Multivitamin Complex,Supplements,UK,608.71,47,258.49,Government Tender
2024-01-22,Omeprazole 20mg (28ct),Gastro,Germany,409.32,31,144.67,Hospital
2024-01-22,Amoxicillin 500mg (20ct),Antibiotics,USA,234.93,16,89.37,Hospital
2024-01-23,Multivitamin Complex,Supplements,Brazil,422.43,31,164.75,Retail Pharmacy
2024-01-23,Salbutamol Inhaler,Respiratory,UK,812.78,35,334.16,Hospital
2024-01-23,Insulin Glargine Pen,Diabetes Care,India,2317.6,31,917.63,Hospital
2024-01-23,Omeprazole 20mg (28ct),Gastro,Germany,397.76,30,140.61,Hospital
2024-01-23,Salbutamol Inhaler,Respiratory,India,467.19,19,175.49,Hospital
2024-01-23,Omeprazole 20mg (28ct),Gastro,UK,256.58,20,96.44,Retail Pharmacy
2024-01-23,Atorvastatin 20mg (30ct),Cardiovascular,UK,170.81,9,67.05,Retail Pharmacy
2024-01-23,Omeprazole 20mg (28ct),Gastro,USA,276.3,26,131.55,Retail Pharmacy
2024-01-23,Omeprazole 20mg (28ct),Gastro,Brazil,488.26,39,196.2,Government Tender
2024-01-23,Salbutamol Inhaler,Respiratory,Japan,854.11,39,362.97,Government Tender
2024-01-23,Omeprazole 20mg (28ct),Gastro,USA,322.13,26,123.08,Government Tender
2024-01-23,Salbutamol Inhaler,Respiratory,Germany,138.31,7,65.1,Retail Pharmacy
2024-01-23,Salbutamol Inhaler,Respiratory,Japan,557.86,29,259.16,Government Tender
2024-01-23,Ibuprofen 400mg (30ct),Pain Relief,Germany,125.22,21,42.12,Hospital
2024-01-23,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,811.41,45,330.57,Government Tender
2024-01-23,Amoxicillin 500mg (20ct),Antibiotics,Japan,303.32,24,145.67,Government Tender
2024-01-24,Amoxicillin 500mg (20ct),Antibiotics,India,718.16,49,298.19,Hospital
2024-01-24,Loratadine 10mg (14ct),Allergy,Japan,283.73,31,106.42,Government Tender
2024-01-24,Omeprazole 20mg (28ct),Gastro,Brazil,112.31,9,45.12,Hospital
2024-01-24,Multivitamin Complex,Supplements,Germany,190.07,12,67.83,Retail Pharmacy
2024-01-24,Insulin Glargine Pen,Diabetes Care,UK,2096.16,30,913.9,Government Tender
2024-01-24,Omeprazole 20mg (28ct),Gastro,Germany,110.3,10,50.93,Retail Pharmacy
2024-01-24,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,420.76,25,188.14,Retail Pharmacy
2024-01-24,Loratadine 10mg (14ct),Allergy,Japan,171.42,16,55.79,Hospital
2024-01-24,Atorvastatin 20mg (30ct),Cardiovascular,India,357.38,18,128.48,Retail Pharmacy
2024-01-24,Amoxicillin 500mg (20ct),Antibiotics,Germany,162.93,12,68.68,Hospital
2024-01-24,Salbutamol Inhaler,Respiratory,Japan,709.52,33,289.39,Hospital
2024-01-25,Salbutamol Inhaler,Respiratory,Brazil,193.09,10,89.69,Government Tender
2024-01-25,Loratadine 10mg (14ct),Allergy,Germany,346.77,33,117.7,Retail Pharmacy
2024-01-25,Atorvastatin 20mg (30ct),Cardiovascular,USA,97.73,6,41.92,Retail Pharmacy
2024-01-25,Multivitamin Complex,Supplements,India,43.27,3,16.93,Retail Pharmacy
2024-01-25,Multivitamin Complex,Supplements,India,174.47,12,66.14,Retail Pharmacy
