Date,Product,Category,Country,Revenue,Quantity,Cost,Customer_Segment
2024-02-07,Adjustable Dumbbells,Fitness,Italy,4455.8,21,2379.91,In-Store
2024-02-07,Cotton T-Shirt,Apparel,Italy,702.61,30,238.19,Wholesale
2024-02-07,Adjustable Dumbbells,Fitness,Germany,2811.34,13,1389.66,In-Store
2024-02-07,Denim Jacket,Apparel,Italy,1465.24,17,851.55,In-Store
2024-02-08,Yoga Mat,Fitness,France,143.76,4,58.68,Online
2024-02-08,Trail Sneakers,Footwear,Spain,1118.98,15,543.09,Wholesale
2024-02-08,Adjustable Dumbbells,Fitness,Italy,5949.19,33,3696.43,Online
2024-02-08,Running Shoes Pro,Footwear,Germany,1295.11,14,612.0,In-Store
2024-02-08,Wireless Earbuds,Electronics,Portugal,5380.77,44,2630.55,In-Store
2024-02-08,Yoga Mat,Fitness,Netherlands,1922.95,57,804.5,Online
2024-02-08,Wireless Earbuds,Electronics,Germany,7932.29,56,3284.66,In-Store
2024-02-08,Cotton T-Shirt,Apparel,France,275.07,13,108.74,Online
2024-02-09,Trail Sneakers,Footwear,Netherlands,1676.7,24,880.88,Wholesale
2024-02-09,Denim Jacket,Apparel,Netherlands,799.27,9,428.45,In-Store
2024-02-09,Denim Jacket,Apparel,Portugal,514.44,5,241.54,In-Store
2024-02-09,Running Shoes Pro,Footwear,Italy,86.39,1,40.32,Wholesale
2024-02-09,Smartwatch Lite,Electronics,Netherlands,2463.53,18,1392.67,Online
2024-02-09,Smartwatch Lite,Electronics,Netherlands,3959.08,24,1772.37,In-Store
2024-02-09,Denim Jacket,Apparel,France,1451.01,17,780.18,Online
2024-02-09,Adjustable Dumbbells,Fitness,Italy,4279.98,21,2325.32,In-Store
2024-02-09,Adjustable Dumbbells,Fitness,Spain,6242.86,29,3308.88,Online
2024-02-09,Wireless Earbuds,Electronics,Portugal,864.54,7,439.6,Online
2024-02-10,Adjustable Dumbbells,Fitness,Spain,4580.75,21,2251.23,Online
2024-02-10,Wireless Earbuds,Electronics,Netherlands,496.44,4,248.7,Online
2024-02-10,Running Shoes Pro,Footwear,Netherlands,1236.27,15,634.97,Wholesale
2024-02-10,Trail Sneakers,Footwear,Italy,1280.26,18,653.59,Online
2024-02-10,Adjustable Dumbbells,Fitness,Spain,6743.35,31,3466.95,In-Store
2024-02-10,Cotton T-Shirt,Apparel,Netherlands,387.08,20,166.67,Online
2024-02-10,Smartwatch Lite,Electronics,Spain,1498.91,9,690.83,Online
2024-02-10,Trail Sneakers,Footwear,Netherlands,1949.36,24,867.99,Online
2024-02-10,Running Shoes Pro,Footwear,Portugal,1749.33,22,893.88,In-Store
2024-02-11,Trail Sneakers,Footwear,Germany,2703.96,34,1216.86,In-Store
2024-02-11,Wireless Earbuds,Electronics,Portugal,5397.29,41,2576.75,Online
2024-02-11,Trail Sneakers,Footwear,Italy,987.37,15,520.13,Wholesale
2024-02-11,Cotton T-Shirt,Apparel,Netherlands,498.52,22,181.31,Online
2024-02-11,Denim Jacket,Apparel,Spain,975.9,10,458.26,Online
2024-02-11,Running Shoes Pro,Footwear,Spain,2180.99,23,972.11,Wholesale
2024-02-11,Adjustable Dumbbells,Fitness,Germany,5715.8,27,2857.26,Online
2024-02-12,Trail Sneakers,Footwear,Italy,2338.78,30,1015.03,Wholesale
2024-02-12,Wireless Earbuds,Electronics,Portugal,5605.32,40,2314.03,Wholesale
2024-02-12,Trail Sneakers,Footwear,Spain,1121.39,16,574.76,In-Store
2024-02-12,Denim Jacket,Apparel,Netherlands,2793.35,30,1381.22,In-Store
2024-02-12,Wireless Earbuds,Electronics,Netherlands,6065.99,52,3140.07,In-Store
2024-02-12,Cotton T-Shirt,Apparel,Spain,629.89,32,251.79,Online
2024-02-12,Wireless Earbuds,Electronics,Germany,1326.42,10,597.14,Online
2024-02-12,Running Shoes Pro,Footwear,Spain,1142.76,13,560.78,Wholesale
2024-02-12,Smartwatch Lite,Electronics,Germany,9598.01,55,3965.4,Online
2024-02-12,Yoga Mat,Fitness,Italy,188.79,5,72.06,In-Store
2024-02-13,Wireless Earbuds,Electronics,Spain,1075.36,8,480.01,Wholesale
2024-02-13,Cotton T-Shirt,Apparel,Italy,376.27,17,131.45,Online
2024-02-13,Denim Jacket,Apparel,France,1164.76,14,648.26,In-Store
2024-02-13,Running Shoes Pro,Footwear,Portugal,1367.22,17,707.47,Online
2024-02-13,Cotton T-Shirt,Apparel,Portugal,866.24,38,303.82,Online
2024-02-14,Wireless Earbuds,Electronics,Italy,2733.6,23,1433.25,In-Store
2024-02-14,Cotton T-Shirt,Apparel,Netherlands,232.46,11,84.81,Online
2024-02-14,Adjustable Dumbbells,Fitness,Italy,2141.86,10,1108.23,Wholesale
2024-02-14,Denim Jacket,Apparel,Germany,2195.19,27,1308.35,Online
2024-02-14,Denim Jacket,Apparel,Italy,1721.59,17,801.62,Wholesale
2024-02-15,Cotton T-Shirt,Apparel,Spain,100.3,5,40.23,Online
2024-02-15,Running Shoes Pro,Footwear,France,4793.06,49,2028.69,Wholesale
2024-02-15,Wireless Earbuds,Electronics,Italy,846.49,7,431.08,Online
2024-02-15,Running Shoes Pro,Footwear,Netherlands,3426.29,38,1612.36,In-Store
2024-02-15,Adjustable Dumbbells,Fitness,Spain,4411.29,22,2455.59,Wholesale
2024-02-15,Trail Sneakers,Footwear,Portugal,1919.22,30,1090.0,Wholesale
2024-02-15,Wireless Earbuds,Electronics,France,3532.87,26,1484.67,Online
2024-02-15,Denim Jacket,Apparel,Italy,4130.3,49,2253.0,In-Store
2024-02-16,Running Shoes Pro,Footwear,Spain,3214.39,34,1424.0,Wholesale
2024-02-16,Cotton T-Shirt,Apparel,Italy,328.41,14,106.75,In-Store
2024-02-16,Running Shoes Pro,Footwear,Spain,1443.13,17,697.83,In-Store
2024-02-16,Wireless Earbuds,Electronics,Netherlands,4181.58,30,1773.7,Wholesale
2024-02-16,Wireless Earbuds,Electronics,Spain,2651.36,21,1268.52,Online
2024-02-16,Running Shoes Pro,Footwear,Portugal,2083.28,25,1051.53,Online
2024-02-16,Wireless Earbuds,Electronics,Spain,1911.87,14,876.98,Wholesale
2024-02-17,Cotton T-Shirt,Apparel,Italy,821.86,36,295.29,In-Store
2024-02-17,Yoga Mat,Fitness,Spain,561.03,18,262.89,Wholesale
2024-02-17,Adjustable Dumbbells,Fitness,France,6028.81,30,3227.34,Online
2024-02-17,Adjustable Dumbbells,Fitness,Portugal,2594.15,12,1346.87,Online
2024-02-17,Running Shoes Pro,Footwear,Portugal,2654.07,28,1120.44,Wholesale
2024-02-17,Wireless Earbuds,Electronics,Portugal,2486.07,19,1099.26,In-Store
2024-02-17,Smartwatch Lite,Electronics,France,1891.98,13,971.17,Online
2024-02-17,Yoga Mat,Fitness,Spain,695.68,19,269.82,Online
2024-02-17,Trail Sneakers,Footwear,Portugal,1708.97,23,828.7,In-Store
2024-02-18,Wireless Earbuds,Electronics,Italy,1178.92,9,552.44,Wholesale
2024-02-18,Denim Jacket,Apparel,Netherlands,1532.82,15,713.79,In-Store
2024-02-18,Denim Jacket,Apparel,France,1099.93,13,652.85,Online
2024-02-18,Wireless Earbuds,Electronics,Italy,1975.32,14,845.96,Wholesale
2024-02-18,Running Shoes Pro,Footwear,France,2427.78,26,1085.61,Wholesale
2024-02-18,Wireless Earbuds,Electronics,Netherlands,5995.51,45,2695.73,In-Store
2024-02-19,Smartwatch Lite,Electronics,Netherlands,2950.1,21,1619.41,Online
2024-02-19,Smartwatch Lite,Electronics,Portugal,1680.04,11,792.71,In-Store
2024-02-19,Yoga Mat,Fitness,France,554.22,17,226.5,Wholesale
2024-02-19,Yoga Mat,Fitness,Netherlands,1058.73,28,409.75,In-Store
2024-02-19,Cotton T-Shirt,Apparel,Italy,519.56,22,181.8,Online
2024-02-19,Running Shoes Pro,Footwear,Portugal,3047.49,37,1482.65,Wholesale
2024-02-19,Denim Jacket,Apparel,Spain,926.27,10,478.35,In-Store
2024-02-19,Trail Sneakers,Footwear,Netherlands,1209.91,15,544.54,In-Store
2024-02-19,Wireless Earbuds,Electronics,Spain,2422.33,18,1124.04,Wholesale
2024-02-19,Adjustable Dumbbells,Fitness,Spain,2255.09,12,1324.67,In-Store
2024-02-19,Trail Sneakers,Footwear,Germany,453.16,6,216.97,Online
2024-02-20,Trail Sneakers,Footwear,Germany,2065.67,31,1117.61,Wholesale
2024-02-20,Denim Jacket,Apparel,Italy,1560.12,16,785.02,Wholesale
2024-02-20,Adjustable Dumbbells,Fitness,Italy,4396.01,23,2602.31,In-Store
2024-02-21,Wireless Earbuds,Electronics,France,12979.06,92,5382.62,Wholesale
2024-02-21,Adjustable Dumbbells,Fitness,Germany,3166.17,15,1623.58,Wholesale
2024-02-21,Trail Sneakers,Footwear,France,2380.89,32,1118.32,In-Store
2024-02-21,Cotton T-Shirt,Apparel,Italy,359.06,17,141.56,Wholesale
2024-02-22,Cotton T-Shirt,Apparel,Portugal,175.56,8,62.23,Wholesale
2024-02-22,Running Shoes Pro,Footwear,Germany,4548.25,53,2217.11,In-Store
2024-02-22,Yoga Mat,Fitness,Netherlands,679.81,19,252.7,In-Store
2024-02-22,Smartwatch Lite,Electronics,Netherlands,1871.63,12,864.15,In-Store
2024-02-22,Trail Sneakers,Footwear,Portugal,1768.09,23,805.77,In-Store
2024-02-23,Adjustable Dumbbells,Fitness,Italy,4287.76,24,2727.97,In-Store
2024-02-23,Adjustable Dumbbells,Fitness,Netherlands,2296.89,11,1188.11,In-Store
2024-02-23,Trail Sneakers,Footwear,Germany,2296.87,31,1085.86,In-Store
2024-02-23,Running Shoes Pro,Footwear,Italy,606.12,7,286.4,Online
2024-02-23,Smartwatch Lite,Electronics,Portugal,7806.77,54,3996.37,Online
2024-02-23,Yoga Mat,Fitness,Germany,1496.73,43,614.03,Online
2024-02-23,Running Shoes Pro,Footwear,Portugal,2346.79,29,1207.83,Wholesale
2024-02-24,Trail Sneakers,Footwear,Germany,3206.0,41,1383.14,In-Store
2024-02-24,Cotton T-Shirt,Apparel,Spain,167.58,7,53.6,In-Store
2024-02-24,Smartwatch Lite,Electronics,Italy,2621.23,18,1347.15,Wholesale
2024-02-24,Denim Jacket,Apparel,Germany,3608.04,40,1969.9,In-Store
2024-02-24,Cotton T-Shirt,Apparel,Spain,838.97,44,351.44,Wholesale
2024-02-24,Adjustable Dumbbells,Fitness,Netherlands,4349.69,22,2322.66,Wholesale
2024-02-25,Running Shoes Pro,Footwear,Portugal,3297.64,38,1532.08,Online
2024-02-25,Trail Sneakers,Footwear,Portugal,1678.13,23,831.17,In-Store
2024-02-25,Wireless Earbuds,Electronics,Portugal,1324.11,12,700.62,In-Store
2024-02-25,Smartwatch Lite,Electronics,Spain,2597.74,17,1310.24,In-Store
2024-02-25,Adjustable Dumbbells,Fitness,France,3640.96,19,2193.95,In-Store
2024-02-26,Trail Sneakers,Footwear,Portugal,1043.84,15,525.04,Online
2024-02-26,Smartwatch Lite,Electronics,Netherlands,2221.56,16,1174.49,In-Store
2024-02-26,Yoga Mat,Fitness,Portugal,1900.07,62,906.85,Online
2024-02-26,Smartwatch Lite,Electronics,Germany,701.43,5,387.07,Wholesale
2024-02-26,Denim Jacket,Apparel,Germany,2082.31,24,1094.84,Online
2024-02-26,Smartwatch Lite,Electronics,Germany,712.9,5,384.68,Wholesale
2024-02-26,Yoga Mat,Fitness,Germany,485.83,13,173.12,Online
2024-02-26,Wireless Earbuds,Electronics,Germany,2023.46,17,1018.15,Wholesale
2024-02-26,Running Shoes Pro,Footwear,Netherlands,1214.43,14,587.63,Wholesale
2024-02-26,Running Shoes Pro,Footwear,Germany,1419.95,15,641.49,Online
2024-02-27,Yoga Mat,Fitness,Germany,739.76,21,296.5,Wholesale
2024-02-27,Wireless Earbuds,Electronics,France,8037.33,63,3855.28,Wholesale
2024-02-27,Adjustable Dumbbells,Fitness,France,10102.25,51,5426.73,Wholesale
2024-02-27,Adjustable Dumbbells,Fitness,Italy,8685.66,43,4806.04,Wholesale
2024-02-27,Wireless Earbuds,Electronics,Italy,2542.32,19,1173.06,Wholesale
2024-02-27,Adjustable Dumbbells,Fitness,Germany,6526.69,36,3810.01,Online
2024-02-27,Smartwatch Lite,Electronics,Spain,4622.94,32,2402.75,Online
2024-02-27,Wireless Earbuds,Electronics,Portugal,2112.64,19,1187.79,Wholesale
2024-02-27,Trail Sneakers,Footwear,Germany,2111.81,31,1115.23,Wholesale
2024-02-28,Trail Sneakers,Footwear,Italy,3685.88,54,1840.43,In-Store
2024-02-28,Adjustable Dumbbells,Fitness,Netherlands,2912.56,14,1467.09,Online
2024-02-28,Smartwatch Lite,Electronics,Italy,6112.87,37,2774.16,In-Store
2024-02-28,Denim Jacket,Apparel,Spain,332.91,4,196.12,Online
2024-02-28,Cotton T-Shirt,Apparel,France,906.55,45,376.03,Online
2024-02-28,Smartwatch Lite,Electronics,Netherlands,172.86,1,72.14,In-Store
2024-02-28,Wireless Earbuds,Electronics,Italy,1336.07,11,648.02,In-Store
2024-02-29,Denim Jacket,Apparel,Germany,683.22,8,396.02,Wholesale
2024-02-29,Running Shoes Pro,Footwear,Spain,2278.99,28,1134.19,Online
2024-02-29,Denim Jacket,Apparel,Spain,3392.25,33,1605.63,Wholesale
2024-02-29,Running Shoes Pro,Footwear,France,1559.9,18,734.48,In-Store
2024-02-29,Adjustable Dumbbells,Fitness,Germany,6864.73,30,3294.16,In-Store
2024-02-29,Adjustable Dumbbells,Fitness,Germany,9300.57,41,4554.99,In-Store
2024-02-29,Cotton T-Shirt,Apparel,Spain,304.47,16,125.24,Online
2024-03-01,Adjustable Dumbbells,Fitness,Netherlands,3212.06,15,1689.55,Wholesale
2024-03-01,Wireless Earbuds,Electronics,France,1712.85,14,845.95,In-Store
2024-03-01,Wireless Earbuds,Electronics,Germany,1522.37,11,651.09,Wholesale
2024-03-01,Cotton T-Shirt,Apparel,Germany,815.23,35,291.11,In-Store
2024-03-01,Yoga Mat,Fitness,Spain,595.12,19,272.24,In-Store
2024-03-01,Cotton T-Shirt,Apparel,Netherlands,161.81,8,66.03,In-Store
2024-03-01,Running Shoes Pro,Footwear,Netherlands,1892.11,20,825.47,In-Store
2024-03-01,Running Shoes Pro,Footwear,Portugal,3719.42,39,1689.62,Wholesale
2024-03-01,Adjustable Dumbbells,Fitness,Netherlands,6022.47,29,3093.6,Online
2024-03-02,Trail Sneakers,Footwear,Portugal,1034.29,15,519.71,In-Store
2024-03-02,Trail Sneakers,Footwear,Spain,636.7,10,349.79,In-Store
2024-03-02,Smartwatch Lite,Electronics,Netherlands,4711.79,31,2360.24,Online
2024-03-02,Adjustable Dumbbells,Fitness,Spain,4203.27,19,2090.07,Online
2024-03-02,Denim Jacket,Apparel,Spain,979.72,12,567.55,Wholesale
2024-03-02,Trail Sneakers,Footwear,Spain,2684.32,34,1207.85,Wholesale
2024-03-02,Adjustable Dumbbells,Fitness,Italy,4165.86,22,2402.67,In-Store
2024-03-02,Smartwatch Lite,Electronics,France,1764.2,13,936.68,Wholesale
2024-03-02,Running Shoes Pro,Footwear,Germany,308.72,4,168.63,In-Store
2024-03-02,Yoga Mat,Fitness,Portugal,565.82,16,230.5,In-Store
2024-03-02,Smartwatch Lite,Electronics,Netherlands,2715.33,19,1463.38,In-Store
2024-03-02,Smartwatch Lite,Electronics,Spain,4352.94,26,2019.59,In-Store
2024-03-02,Adjustable Dumbbells,Fitness,France,2726.28,15,1632.68,Online
2024-03-02,Trail Sneakers,Footwear,Portugal,1279.21,20,715.24,Wholesale
2024-03-03,Cotton T-Shirt,Apparel,Germany,1180.22,56,427.14,Wholesale
2024-03-03,Trail Sneakers,Footwear,Italy,1153.74,15,522.64,Wholesale
2024-03-03,Running Shoes Pro,Footwear,Germany,2811.71,29,1260.32,Wholesale
2024-03-03,Adjustable Dumbbells,Fitness,Spain,2117.69,11,1210.82,Online
2024-03-04,Adjustable Dumbbells,Fitness,Portugal,4049.98,18,1963.93,Online
2024-03-04,Yoga Mat,Fitness,Germany,621.6,18,252.44,Wholesale
2024-03-04,Wireless Earbuds,Electronics,Germany,2438.59,19,1179.45,Online
2024-03-04,Yoga Mat,Fitness,Italy,498.72,14,197.71,Online
2024-03-04,Trail Sneakers,Footwear,Portugal,1626.09,23,799.12,In-Store
2024-03-04,Denim Jacket,Apparel,Portugal,2296.31,25,1227.08,Online
2024-03-04,Smartwatch Lite,Electronics,Spain,3834.1,23,1664.76,Wholesale
2024-03-05,Adjustable Dumbbells,Fitness,Italy,1885.79,9,1037.48,Online
2024-03-05,Running Shoes Pro,Footwear,France,3816.08,39,1582.37,In-Store
2024-03-05,Adjustable Dumbbells,Fitness,Spain,2488.86,13,1490.49,In-Store
2024-03-05,Running Shoes Pro,Footwear,Spain,1949.61,20,802.92,Online
2024-03-05,Denim Jacket,Apparel,Netherlands,2833.49,29,1420.99,Online
2024-03-06,Adjustable Dumbbells,Fitness,Italy,9846.11,53,5949.22,In-Store
2024-03-06,Denim Jacket,Apparel,Spain,2207.77,22,1034.39,Wholesale
2024-03-06,Yoga Mat,Fitness,Portugal,683.25,21,295.59,Wholesale
2024-03-06,Denim Jacket,Apparel,Germany,1229.06,15,731.07,Wholesale
2024-03-07,Yoga Mat,Fitness,Portugal,335.66,10,139.02,Wholesale
2024-03-07,Running Shoes Pro,Footwear,Portugal,2416.92,31,1297.74,Online
2024-03-07,Yoga Mat,Fitness,Italy,565.82,19,273.28,Wholesale
2024-03-07,Trail Sneakers,Footwear,France,909.6,12,423.96,Wholesale
2024-03-07,Denim Jacket,Apparel,Portugal,1582.98,19,955.5,Online
2024-03-07,Adjustable Dumbbells,Fitness,Portugal,17390.78,90,9732.29,Online
2024-03-08,Cotton T-Shirt,Apparel,Italy,735.9,32,264.38,Wholesale
2024-03-08,Adjustable Dumbbells,Fitness,Netherlands,4550.94,22,2308.0,Wholesale
2024-03-08,Cotton T-Shirt,Apparel,France,98.3,5,38.66,In-Store
2024-03-08,Trail Sneakers,Footwear,Netherlands,1439.63,22,792.53,In-Store
2024-03-08,Trail Sneakers,Footwear,Germany,896.37,13,437.26,Online
2024-03-08,Trail Sneakers,Footwear,Portugal,328.37,5,168.62,Wholesale
2024-03-09,Denim Jacket,Apparel,France,820.02,8,388.51,Wholesale
2024-03-09,Denim Jacket,Apparel,Germany,1193.23,14,639.61,Wholesale
2024-03-09,Adjustable Dumbbells,Fitness,France,2638.24,14,1486.62,Wholesale
2024-03-09,Adjustable Dumbbells,Fitness,Netherlands,2372.01,12,1325.89,Online
2024-03-09,Trail Sneakers,Footwear,Spain,966.64,14,506.0,Online
2024-03-09,Cotton T-Shirt,Apparel,Portugal,470.79,25,197.45,Wholesale
2024-03-10,Cotton T-Shirt,Apparel,France,466.6,22,178.46,Online
2024-03-10,Wireless Earbuds,Electronics,Netherlands,5735.45,42,2636.86,Online
2024-03-10,Trail Sneakers,Footwear,Portugal,622.22,8,287.95,Online
2024-03-10,Wireless Earbuds,Electronics,Netherlands,1842.07,14,845.31,Wholesale
2024-03-10,Yoga Mat,Fitness,France,1322.73,36,528.6,Wholesale
2024-03-10,Yoga Mat,Fitness,Germany,1304.22,39,549.14,Online
2024-03-11,Smartwatch Lite,Electronics,Germany,1417.0,10,774.75,In-Store
2024-03-11,Cotton T-Shirt,Apparel,France,368.25,19,152.84,Wholesale
2024-03-11,Wireless Earbuds,Electronics,Germany,2078.06,16,955.81,Online
2024-03-11,Cotton T-Shirt,Apparel,France,321.52,15,119.7,In-Store
2024-03-11,Adjustable Dumbbells,Fitness,Italy,3928.68,21,2280.27,Wholesale
2024-03-11,Adjustable Dumbbells,Fitness,France,7178.05,33,3566.3,Online
2024-03-11,Trail Sneakers,Footwear,Spain,2116.08,32,1167.5,In-Store
2024-03-11,Yoga Mat,Fitness,Spain,217.91,6,80.86,Online
2024-03-11,Trail Sneakers,Footwear,Netherlands,749.07,11,380.25,In-Store
2024-03-11,Wireless Earbuds,Electronics,Germany,2424.59,21,1217.14,Wholesale
2024-03-12,Wireless Earbuds,Electronics,France,2712.72,20,1169.67,Wholesale
2024-03-12,Running Shoes Pro,Footwear,France,1786.44,22,936.25,In-Store
2024-03-12,Wireless Earbuds,Electronics,Germany,3520.15,25,1495.91,Wholesale
2024-03-12,Yoga Mat,Fitness,Portugal,2073.06,63,898.17,Wholesale
2024-03-12,Yoga Mat,Fitness,Spain,1340.15,36,509.64,Wholesale
2024-03-12,Trail Sneakers,Footwear,Italy,2684.58,38,1356.69,In-Store
2024-03-12,Trail Sneakers,Footwear,Spain,699.19,10,354.46,Online
2024-03-12,Denim Jacket,Apparel,Netherlands,743.96,8,394.74,Online
2024-03-12,Smartwatch Lite,Electronics,Germany,3117.25,18,1316.68,In-Store
2024-03-12,Yoga Mat,Fitness,Italy,1050.99,29,422.03,Wholesale
2024-03-12,Running Shoes Pro,Footwear,Netherlands,2527.24,28,1120.8,Online
2024-03-12,Trail Sneakers,Footwear,Spain,3367.73,48,1751.22,Wholesale
2024-03-12,Trail Sneakers,Footwear,Italy,2561.15,32,1169.13,Online
2024-03-12,Running Shoes Pro,Footwear,Netherlands,386.94,5,204.02,Online
2024-03-12,Trail Sneakers,Footwear,Spain,1387.41,21,738.76,In-Store
2024-03-13,Adjustable Dumbbells,Fitness,Germany,3311.29,16,1828.6,Wholesale
2024-03-13,Cotton T-Shirt,Apparel,Germany,731.11,31,255.9,Online
2024-03-13,Wireless Earbuds,Electronics,Portugal,1770.13,13,757.9,In-Store
2024-03-13,Cotton T-Shirt,Apparel,France,321.95,16,130.09,Wholesale
2024-03-13,Yoga Mat,Fitness,Spain,567.75,17,237.92,In-Store
2024-03-13,Cotton T-Shirt,Apparel,Germany,501.4,22,179.86,Wholesale
2024-03-13,Adjustable Dumbbells,Fitness,Italy,8978.62,41,4696.08,Online
2024-03-13,Cotton T-Shirt,Apparel,Spain,288.33,15,115.18,In-Store
2024-03-13,Trail Sneakers,Footwear,Italy,2290.76,30,1090.14,In-Store
2024-03-13,Adjustable Dumbbells,Fitness,Italy,9184.12,45,5181.32,Wholesale
2024-03-14,Adjustable Dumbbells,Fitness,Spain,3447.02,15,1629.75,Online
2024-03-14,Running Shoes Pro,Footwear,Portugal,1879.1,24,1044.97,Wholesale
2024-03-14,Yoga Mat,Fitness,France,1020.8,28,392.64,Wholesale
2024-03-14,Denim Jacket,Apparel,Portugal,2274.63,26,1185.79,Online
2024-03-14,Adjustable Dumbbells,Fitness,Portugal,11556.55,61,6993.52,Wholesale
2024-03-14,Smartwatch Lite,Electronics,Netherlands,2790.37,20,1514.64,Online
2024-03-14,Smartwatch Lite,Electronics,Portugal,1840.42,13,948.23,Wholesale
2024-03-14,Trail Sneakers,Footwear,Netherlands,1300.66,16,575.23,In-Store
2024-03-14,Denim Jacket,Apparel,France,1072.01,11,509.76,In-Store
2024-03-15,Yoga Mat,Fitness,Italy,1254.33,35,481.04,Wholesale
2024-03-15,Adjustable Dumbbells,Fitness,Italy,9820.06,45,4818.45,In-Store
2024-03-15,Yoga Mat,Fitness,Germany,462.59,15,209.79,In-Store
2024-03-15,Smartwatch Lite,Electronics,Italy,2514.35,16,1149.83,Wholesale
2024-03-15,Wireless Earbuds,Electronics,Spain,1006.32,8,494.51,Wholesale
2024-03-15,Smartwatch Lite,Electronics,Spain,5609.26,38,2971.37,Online
2024-03-15,Denim Jacket,Apparel,Italy,2878.92,29,1459.6,Wholesale
2024-03-15,Wireless Earbuds,Electronics,Netherlands,4729.26,40,2378.65,In-Store
2024-03-15,Denim Jacket,Apparel,Portugal,3036.34,32,1560.73,Wholesale
2024-03-15,Trail Sneakers,Footwear,France,839.24,13,448.18,Online
2024-03-16,Running Shoes Pro,Footwear,Portugal,2527.36,27,1090.17,Wholesale
2024-03-16,Adjustable Dumbbells,Fitness,Italy,8399.22,43,4949.61,Wholesale
2024-03-16,Trail Sneakers,Footwear,Spain,2969.27,44,1483.23,Wholesale
2024-03-16,Denim Jacket,Apparel,Spain,935.54,9,428.28,Wholesale
2024-03-16,Wireless Earbuds,Electronics,Italy,3593.84,27,1556.1,In-Store
2024-03-16,Adjustable Dumbbells,Fitness,Netherlands,3520.28,16,1710.22,Wholesale
2024-03-16,Adjustable Dumbbells,Fitness,Spain,2066.18,9,981.27,Online
2024-03-16,Cotton T-Shirt,Apparel,Germany,247.77,11,83.85,Online
2024-03-17,Running Shoes Pro,Footwear,Italy,1402.61,17,735.43,Online
2024-03-17,Adjustable Dumbbells,Fitness,Spain,11452.38,51,5861.51,Online
2024-03-17,Wireless Earbuds,Electronics,Spain,3417.85,26,1578.09,Wholesale
2024-03-17,Trail Sneakers,Footwear,Italy,608.19,8,269.24,Online
2024-03-17,Trail Sneakers,Footwear,Netherlands,1728.81,25,868.0,Online
2024-03-17,Trail Sneakers,Footwear,Spain,744.66,10,361.88,Online
2024-03-17,Running Shoes Pro,Footwear,France,1693.48,22,921.25,Wholesale
2024-03-17,Wireless Earbuds,Electronics,Portugal,2237.77,18,1070.7,Online
2024-03-17,Smartwatch Lite,Electronics,Netherlands,1194.22,7,549.31,Wholesale
2024-03-17,Trail Sneakers,Footwear,Portugal,1558.1,20,699.12,In-Store
2024-03-17,Smartwatch Lite,Electronics,France,3541.56,26,1889.22,Online
2024-03-18,Smartwatch Lite,Electronics,Germany,2966.56,18,1409.42,Online
2024-03-18,Cotton T-Shirt,Apparel,Spain,369.91,17,137.27,Online
2024-03-18,Running Shoes Pro,Footwear,Portugal,1082.74,13,531.62,In-Store
2024-03-18,Yoga Mat,Fitness,Portugal,541.24,15,220.13,In-Store
2024-03-18,Wireless Earbuds,Electronics,Germany,3710.46,31,1884.24,Online
2024-03-18,Smartwatch Lite,Electronics,France,4639.57,32,2384.52,In-Store
2024-03-18,Wireless Earbuds,Electronics,Italy,3974.39,34,2022.26,Wholesale
2024-03-19,Running Shoes Pro,Footwear,France,3265.39,40,1761.55,Wholesale
2024-03-19,Trail Sneakers,Footwear,France,1789.66,24,855.65,Wholesale
2024-03-19,Yoga Mat,Fitness,France,417.27,12,166.56,Online
2024-03-19,Trail Sneakers,Footwear,France,870.65,13,464.64,In-Store
2024-03-19,Denim Jacket,Apparel,Netherlands,1444.27,16,747.32,In-Store
2024-03-19,Running Shoes Pro,Footwear,Portugal,2223.16,29,1253.36,Wholesale
2024-03-19,Denim Jacket,Apparel,Germany,1114.55,13,601.71,Wholesale
2024-03-19,Cotton T-Shirt,Apparel,Netherlands,477.96,20,161.98,In-Store
2024-03-19,Cotton T-Shirt,Apparel,Netherlands,1001.84,48,379.95,Wholesale
2024-03-19,Wireless Earbuds,Electronics,Italy,6460.81,50,3128.15,In-Store
2024-03-19,Cotton T-Shirt,Apparel,Germany,1273.54,53,443.5,In-Store
2024-03-19,Yoga Mat,Fitness,France,881.27,27,363.32,Wholesale
2024-03-19,Yoga Mat,Fitness,Netherlands,833.69,23,308.92,Wholesale
2024-03-20,Running Shoes Pro,Footwear,Germany,1484.79,18,779.0,In-Store
2024-03-20,Smartwatch Lite,Electronics,France,983.54,6,465.48,In-Store
2024-03-20,Trail Sneakers,Footwear,Spain,1221.1,18,631.0,Wholesale
2024-03-20,Trail Sneakers,Footwear,Spain,1217.33,19,685.48,Wholesale
2024-03-20,Cotton T-Shirt,Apparel,Spain,186.26,9,73.5,Online
2024-03-20,Trail Sneakers,Footwear,Germany,1993.41,26,943.21,In-Store
2024-03-20,Yoga Mat,Fitness,France,597.86,20,282.74,In-Store
2024-03-20,Yoga Mat,Fitness,Italy,248.7,7,101.81,Online
2024-03-21,Trail Sneakers,Footwear,Spain,2427.92,35,1205.27,In-Store
2024-03-21,Denim Jacket,Apparel,Spain,1424.64,14,639.17,Wholesale
2024-03-21,Denim Jacket,Apparel,Portugal,1425.22,15,727.84,Online
